NO,제목,작성자,작성일,조회수,첨부파일,url,content
12375,[학생소식] 「2023년 국가간 청소년교류」및 「글로벌 청소년 서밋」청소년 참가자 모집 안내,학생지원팀,2023-05-25,53,4,https://www.gachon.ac.kr/commonNotice/kor/86815/artclView.do,"1. 여성가족부에서는 청소년의 글로벌 역량을 강화하고, 국가 간 우의 증진을 위해 국가간 청소년 교류 청소년 참가자 및 통역 및 글로벌 청소년 서밋 참가자를 붙임과 같이 모집합니다. 2. 관심있는 청소년의 많은 참여바랍니다.     가. 국가간 청소년 교류 참가자 모집 개요    1) 모집인원 : 총 79명(만 16세 ~ 만 24세 청소년 71명, 만 20세 ~ 만 29세 통역 8명)    2) 모집기간 : 2023. 5. 23.(화) ~ 6. 13.(화) 16:00까지      3) 교류국가 : 7개국     - 인도네시아, 브루나이, 오스트리아, 불가리아, 아제르바이잔, 모로코, 싱가포르    4) 활동내용 : 문화교류, 홈스테이, 토론활동, 청소년기관 방문 등    5) 신청방법 : 청소년국제교류네트워크(www.youth.go.kr/iye) 회원가입·신청    6) 문 의 처 : 한국청소년활동진흥원 정책사업2부(02-330-2892, 2896)     나. 글로벌 청소년 서밋 참가자 모집 개요     1) 모집인원 : 청소년 20명(만 18세 ~ 만 24세)     2) 모집기간 : 2023. 5. 23.(화) ~ 6. 12.(월) 24:00까지     3) 활동내용 : 개·폐회식, 주제별 토론, 체험활동, 그룹별 교류활동 등     4) 신청방법 : 지원서 이메일 제출(제출처 : international@koreayouth.net)     5) 문 의 처 : 한국청소년단체협의회 운영사무국(02-2667-0897)   붙임  1. 2023년 국가간 청소년 교류 참가자 모집 공고문 1부.       2. 국가간 청소년 교류 참가자 모집 홍보 웹포스터 1부.       3. 제1회 글로벌 청소년 서밋 참가자 모집 공고문 1부.       4. 제1회 글로벌 청소년 서밋 참가자 모집 홍보 웹포스터 1부.  끝."
12374,[공지사항-기타공지] 논문 작성 전략 및 논문 통계 특강 안내(DBpia×드림셀파),학술정보지원팀,2023-05-24,627,1,https://www.gachon.ac.kr/commonNotice/kor/86802/artclView.do,DBpia와 드림셀파가 함께 진행하는 논문작성법 특강을 안내하오니 관심있는 분들의 많은 참여바랍니다.   1. 교육내용 : 논문 작성 전략 및 논문 통계 특강  2. 교육 대상 : 인문/사회과학 계열 대학원생  3.교육진행 : 드림셀파 윤선희    4. 신청방법 :  https://zoom.us/webinar/register/WN_UWOKNmNwSaK4n9mLAeTn3Q#/registration  5. 교육 내용 및 일정  ▶ 5월 30일(화) 오후 2시 ~ 4시/2시간    가. 논문작성법 이해와 전략    나. 논문의 장별 특성 이해    다. 통계분석 방법 기초   ▶ 5월 31일(수) 오후 2시 ~ 4시/2시간    가. 양적연구방법론별 논문 분석(학술지 이용)    나. 자료 검색방법과 인용 방법   6. 교육 방법 : Zoom 온라인 강의(수강신청시 작성한 E-mail로 강의실 링크 발송)  7. 기타 문의 : 학술정보지원팀 윤희정(031-750-5224)
12373,[장학공지] RE:(생활비)2023년(하) 롯데장학재단 40기 희망멘토링 장학생 추천자 선발결과 안내,장학·복지팀,2023-05-24,130,0,https://www.gachon.ac.kr/commonNotice/kor/86799/artclView.do,(생활비)2023년(하) 롯데장학재단 40기 희망멘토링 장학생 추천자 선발결과를 아래와 같이 안내합니다.      학번  성명    2022**774  김*경    2022**576  양*민    2020**264  황*신    2020**640  박*국    2020**224  전*진    2022**339  이*수    2022**042  정*상    2022**560  김*민
12372,[취업소식] 2023-하계·2학기 표준현장실습학기제 실습생모집_마인드노크,취업지원팀,2023-05-24,160,1,https://www.gachon.ac.kr/commonNotice/kor/86791/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  마인드노크 주식회사  업종  광고 대행    소재지(본사)  서울 관악구 남부순환로 1926 (봉천동, 경동제약빌딩) 3층  직원 수  45명    모집전공  광고계열학과, 상경계열, 어문계열  모집 인원  10(타대학 경쟁)    지원자격 및 우대사항  6개월 실습 참여 필수(직무체험형)    실습부서  퍼포먼스마케팅본부  직무명  퍼포먼스마케터    실습내용  디지털 광고와 퍼포먼스 마케팅에 대한 기본 개념부터 실제 매체 및 툴을 활용한  실무 업무 및 제안서 작성을 경험하고 습득함으로서 퍼포먼스마케터의로써의 직무 역량을 함양    기타사항   - 6개월 근무 가능자 [하계(2개월)+2학기(4개월)]       실습기간  2023. 07. 03 ~ 2023. 12. 30 *실습기간 확인 필수  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 1,620,000 원  교비장학금  월 400,000    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.29(월) 18:00 까지 (회사의 서류심사 후 6월초 면접 예정)  *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  입사지원서 이메일 제출  pjuno9993@gachon.ac.kr    접수서류  입사지원서 1부 - 제출시 파일명 : 2023-하계 & 2023-2학기 장기_학번_성명_기업명    접수처  pjuno9993@gachon.ac.kr    문의  연락처  최기영  031-750-5992  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12371,[취업소식] 2023-하계·2학기 표준현장실습학기제 실습생모집_인크로스(직무확인),취업지원팀,2023-05-24,146,1,https://www.gachon.ac.kr/commonNotice/kor/86789/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  인크로스 주식회사  업종  광고 대행    소재지(본사)  서울 관악구 남부순환로 1926 (봉천동, 경동제약빌딩) 3층  직원 수  300명    모집전공  광고계열학과, 상경계열, SW개발전공  모집 인원  -(타대학 경쟁)    지원자격 및 우대사항  6개월 실습 참여 필수(직무체험형)    실습부서  직무확인  직무명  직무확인    실습내용  1. 디지털미디어플래너 육성 (10명 모집) 2. 디지털 마케팅 트렌드 및 이용자 데이터 분석 (5명 모집) 3. SKT T deal 커머스 플랫폼(SKT고객 전용 AI 큐레이션 기반의 폐쇄형 쇼핑몰) 운영 관리업무 (2명) 4. 광고 플랫폼 개발자 육성 (2명) 5. 업무 정확도 및 생산성 향상을 위한 과제 발굴 및 RPA 개발/운영 (1명)    기타사항   - 6개월 근무 가능자 [하계(2개월)+2학기(4개월)]       실습기간  2023. 07. 03 ~ 2023. 12. 30 *실습기간 확인 필수  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 1,620,000 원  교비장학금  월 400,000    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.29(월) 18:00 까지 *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  입사지원서 이메일 제출  pjuno9993@gachon.ac.kr    접수서류  입사지원서 1부 - 제출시 파일명 : 2023-하계 & 2023-2학기 장기_학번_성명_기업명    접수처  pjuno9993@gachon.ac.kr    문의  연락처  박원철  031-750-4789  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12370,[취업소식] 2023-하계·2학기 표준현장실습학기제 실습생모집_인크로스_커머스운영,취업지원팀,2023-05-24,104,1,https://www.gachon.ac.kr/commonNotice/kor/86788/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  인크로스 주식회사  업종  광고 대행    소재지(본사)  서울 관악구 남부순환로 1926 (봉천동, 경동제약빌딩) 3층  직원 수  300명    모집전공  광고계열학과, 상경계열 등  모집 인원  10명(타대학 경쟁)    지원자격 및 우대사항  6개월 실습 참여 필수(직무체험형)    실습부서  커머스운영기획팀  직무명  커머스운영기획    기타사항   - 6개월 근무 가능자 [하계(2개월)+2학기(4개월)]       실습기간  2023. 07. 03 ~ 2023. 12. 30 *실습기간 확인 필수  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 1,620,000 원  교비장학금  월 400,000    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.29(월) 18:00 까지 *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  입사지원서 이메일 제출  pjuno9993@gachon.ac.kr    접수서류  입사지원서 1부 - 제출시 파일명 : 2023-하계 & 2023-2학기 장기_학번_성명_기업명    접수처  pjuno9993@gachon.ac.kr    문의  연락처  박원철  031-750-4789  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12369,[취업소식] 2023학년도 현장실습학기제 설명회 시행 안내,취업지원팀,2023-05-24,149,0,https://www.gachon.ac.kr/commonNotice/kor/86787/artclView.do,"2023학년도 표준 현장실습학기제(현장실습) 설명회를 아래와 같이 개최합니다.  현장실습학기제 추가 지원 및 선발 후 절차에 대해 안내드릴 예정이오니 실습에 참여하는 학생은(참여희망자, 선발자, 예정자)는  설명회에 반드시 참여해주시기 바랍니다.  1. 행 사 명 : 2023학년도 현장실습학기제(현장실습) 설명회  2. 주    최 : 취업진로처 현장실습지원센터  3. 일    시 : 2023. 06. 01. (목) 17:00 ~ 18:00  4. 장    소 : 대면 (가천관 B101호)            5. 대    상 : 2023학년도 하계 학기 현장실습 참여 예정(희망) 학생  6. 설명회 내용   ○ 현장실습 학점인정에 관한 사항   ○ 상해보험 가입 및 기타 지원사항   ○ 현장실습온라인시스템 이용방법   ○ 현장실습 참여기업 홍보  7. 참여방법   ○ WIND시스템 통해 신청   ○ URL :  https://wind.gachon.ac.kr/ko/program/all/view/4924  8. 문 의 처 :  031-724-4551, 031-750-5992(가천대학교 현장실습지원센터)  9. 기   타 : 세부 내용 관련 공지는 학교 홈페이지 취업공지에서 확인 가능"
12368,[공지사항-기타공지] 2023년 제6회 가천융합의과학원 연구체험프로그램 안내,가천융합의과학원,2023-05-24,348,3,https://www.gachon.ac.kr/commonNotice/kor/86786/artclView.do,"제6회 가천융합의과학원 ""연구체험프로그램"" 관련 내용을 아래와 같이 공지하오니, 관심있으신 가천인들의 많은 참여바랍니다. (http://gaihst.gachon.ac.kr/)   1. 참가대상: 가천대 9개 관련학과 3~4학년 재학생 (휴학생 불가)   (물리, 바이오나노, 생명과학, 식품생명공학, 식품영양학, 의예, 의학, 화공생명공학, 화학)   단, 의과대학생은 예과 2학년 ~ 본과 2학년까지 지원 가능함  2. 신청방법:프로그램 참여교수 13인 중 희망교수 선정(홈페이지 교수소개 메뉴 확인 및 첨부된 안내파일 참조), 이메일 gaihst@gachon.ac.kr 로 제출    - 신청서 제출기간: 2023.5.22.(월) ~ 6.9.(금)까지 (3주간)    - 신청서 양식은 첨부파일에서 다운로드(개인정보수집 이용동의서도 제출 요망)  3. 체험기간: 3주(2023.7.10.(월) ~ 7.28.(금)) ※의학과는 7.17.(월) ~ 8.4.(금)    - 선정된 학생은 해당 교수 실험실에서 전일제로 참여 (위치: 이길여암당뇨 연구원, 인천 송도)    - 참여교수님은 아래와 같음      강동우, 김문종, 김용호, 김익수, 김지미, 류승원, 박종휘, 박철규, 윤미섭      이병길, 장근아, 정윤재, 홍기종  4. 선정인원: 00명(지도교수별 선발)  5. 합격자 발표: 2023.6.23.(금), GAIHST 홈페이지  6. 오리엔테이션: 2023.7.10.(월) 9:30, 가천대학교 이길여암당뇨연구원 연구동 4층 대강당  7. 수료식: 2023.7.28.(금) 13:30 예정  8. 특전: 전 체험기간을 이수한 학생에게는 연구보조비 (3주, 30만원) 및 이수증 수여  9. 기숙사 제공: 송도 스마트밸리 기숙사 공실에 한해 선발 (2인 1실)    기타 문의사항은 행정실(032-899-6026)로 연락주시기 바랍니다."
12367,[취업소식] [히든챔피언 채용공고] 헬루케이블코리아(주) 기술영업 부문 추천채용 (~5/30),대학일자리플러스센터,2023-05-24,94,1,https://www.gachon.ac.kr/commonNotice/kor/86782/artclView.do,"히든챔피언 채용공고  1. 기업정보     기업명  헬루케이블코리아(주)  근무지   사업체 지사(경인사무소)  경기도 안양시 동안구 시민대로 267, 아프로팰리스 2004호(관양동)    홈페이지  http://helukabel.co.kr/index.php     기업소개  헬루케이블 코리아는 산업전반에 사용되는 케이블 및 그에 따른 악세사리를 각 분야별로 용도에 맞게 개발하여 제조하고 있으며, 전세계 어디든 고객이 원하는 곳으로 공급하고 있습니다      2. 채용정보     모집직종   기술영업 (신입)    근무지역   경기도 안양시 동안구 시민대로 267, 아프로팰리스 2004호(관양동)    인근전철   수도권 4호선 평촌 2번 출구 500m    직무내용    -전선 및 전자 관련 기술 영업직  -거래처 방문 및 관리  -프로젝트 관리  -견적서 관리  -수,발주 및 납품 관리    근무형태   주 5일, 40시간 근무 09:00~18:00 (휴게시간 12:00~13:00)    복리후생   4대보험, 퇴직연금, 차량유지비, 기타(연차, 여름휴가, 경조휴가, 근로자의날 휴무, 장기근속자 포상, 단체 상해보험 등)    임금   연봉 4,000만원    지원자격   -자동차운전면허 필수  -컴퓨터 활용능력(문서작성 및 표 계산, 워드프로세스, 스프레드시트, 프레젠테이션 활용)    추천혜택   서류전형 가점 부여     3. 지원방법     마감기한  ~'23.05.30.(화) 11:00 지원서 접수 마감     제출서류  지원서(자유 양식) * 하단 첨부된 양식을 활용하셔도 좋지만, 지원자의 강점을 살릴 수 있는 양식을 활용하셔도 됩니다.    지원방법  이메일 제출 (hhj2022@gachon.ac.kr)    전형절차  서류전형 > 면접 > 최종합격     4. 담당자     담당자  홍현정  연락처  031-750-5725    이메일  hhj2022@gachon.ac.kr"
12366,[취업소식] 2023학년도 자격증 지원금 지급 안내,현장실습지원센터,2023-05-24,199,1,https://www.gachon.ac.kr/commonNotice/kor/86764/artclView.do,"1    신청대상      - 가천대학교 재학 중 취득한 자격증에 대해 2023학년도 4학년 [재학] 상태에서 신청 가능     (단, 5년제 학과는 4,5학년 모두 신청 가능)   - 초과학기자 및 졸업유예자 신청 불가   - 8월, 2월은 신청 불가 (7월 말, 1월 12(금)까지만 신청 가능)      2    제출서류      ① 자격증 스캔본 1부 (자격증 스캔본) (합격연월, 취득자 인적사항, 자격발급 번호 등이 표기된 서류)   ② 통장 사본 1부 ※ 서류를 반드시 하나의 파일로 압축하여 WIND 시스템에 업로드 한 가지 서류라도 제출 하지 않는 경우 지급 ‘거절’ 처리됨       3    신청방법      가천대학교 WIND 시스템 → 비교과프로그램 → 취업지원 → 취업지원팀 ""2023학년도 자격증 지원금 지급"" 에서 신청  URL : https://wind.gachon.ac.kr/ko/program/learn/view/4926      4    지원대상 자격증      (붙임) 2023 자격증 지원금 목록 파일 참조      5    ★유의사항★      ① 동일계열의 자격증의 경우 최대 2회 수혜 가능합니다. (예시 : 파생상품투자상담사와 펀드투자상담사는 동일계열, 최대 2회 수혜 가능)   ② 휴학기간 중 신청불가 합니다. (학적 상태가 반드시 ‘재학’ 상태일 때, 정상 지급 지원금 지급 처리 시점에서 학적 상태가 ‘재학’ 상태가 아닌 경우, 지급 거절)   ③ 지원금 지급 소요기간 : 매월 말 마감 후 익월 중순 이후 지급 (매월 말 마감 이후 익월 초 1회 일괄처리로 신청일로부터 1개월 이상 소요)   ④ WIND 시스템 신청시 유의사항  - 1개의 파일만 첨부 가능하므로, 압축 또는 두 가지 증빙서류를 한 파일로 첨부 → 누락되는 경우 지급 ‘거절’ 처리됨  - 자격요건에 부합하면 담당자가 승인 완료 진행 예정,  - 지급 불가 사유 확인되는 경우 ‘거절’ 처리함 → ‘거절’ 처리된 자격증은 학생 화면에서 삭제 가능, 삭제 후 재신청 해야 함  - 최초 1번 신청 이후 WIND 시스템에서 추가 신청이 불가하므로 한번에 모아서 신청바랍니다.    자격증 지원금 지급 관련 문의  취업지원팀 : ☎ 031-750-4789"
12365,[취업소식] 챗 GPT 활용 자기소개서 합격 노하우 특강 안내,대학일자리플러스센터,2023-05-23,155,0,https://www.gachon.ac.kr/commonNotice/kor/86754/artclView.do,AI와 챗 GPT를 적극적으로 도입하고 있는 기업 채용 동향에 발 맞추어 재학생 대상 취업준비 전략 특강 시행을 통해  취업준비도 제고 및 본교 취업률 향상에 기여하고자 '챗 GPT 활용 자기소개서 합격 노하우' 특강을 시행합니다.    1. 운영일시 : 6.1(목) 16:00~18:00 (2H)   2. 운영장소 : 비전타워A구역 B105호 (더맘 돈가스 옆 강의실)   3. 운영방식 : 오프라인 대면 특강   4. 참여대상 : 챗 GPT 활용 자기소개서 작성법에 관심있는 재학생·졸업생 누구나!   5. 신청방법 : WIND시스템 - 비교과 프로그램 신청                   >>신청바로가기   6. 문의사항 : 대학일자리플러스센터 문현미 031-750-4787
12364,[공지사항-비교과] [의사소통센터] 외국인 유학생을 위한 5월 프로그램 참여 이벤트 당첨자 발표,의사소통센터,2023-05-23,50,0,https://www.gachon.ac.kr/commonNotice/kor/86749/artclView.do,<외국인 유학생을 위한 의사소통센터 5월 프로그램>   1.  <한국어로 배우는 한국문화>: 5/2(화)16:00~18:00 비전타워 A구역 B205호   2. <아나운서와 함께하는 1:1 한국어 말하기/발음 트레이닝>: 5/16(화) 16:00~18:00 비전타워 A구역 B205호               3. <제2회 가천 한국어 한마당 퀴즈대회>:  5/19(금) 16:00~18:00 가천관 B101호  위 프로그램 중 2개 이상 프로그램에 참여한 학생 명단을 발표합니다.       순번          학과      이름  학번    1  한국학전공  응*뜨안  2021***95    2  경제학과  주*월  2020***18    3  한국어문학과  당*림  2020***88    4  관광경영학과  연*잉  2020***49    5  컴퓨터공학과  아*리딘  2019***72    6  미디어커뮤니케이션학과  응*꾸억융  2021***09    7  한국학전공  응*뉴꾸인  2022***53    8  한국어문학과  주*우  2020***87    9  의료경영학과  난*에르덴  2020***21    10  심리학과  엥*무른  2021***30     명단에 있는 학생은 5/31일까지 의사소통센터에서 이벤트 당첨 선물을 수령해 가시길 바랍니다.  문의: 의사소통센터(비전타워A B206호) / 031-750-8782 / sotongcenter@gachon.ac.kr
12363,[공지사항-기타공지] 2023-하계방학 학생생활관 추가 입사신청 안내,학생생활관,2023-05-23,813,0,https://www.gachon.ac.kr/commonNotice/kor/86748/artclView.do,"2023-하계방학 학생생활관에 입사할 학생을 아래와 같이 모집하오니 희망자께서는 기한 내에 신청하시기 바랍니다.   1. 신청대상 - 제1학생생활관(외국인 유학생): 본교 재학생 - 제2학생생활관(내국인 재학생): 본교 재학생(23학번 이상) - 제3학생생활관(내국인 신편입생): 본교 신입생(23학번만 해당), 편입생, 대학원 신입생(23학번만 해당) 가. 우선선발 대상자(증빙서류 제출) : 장애학생(지체장애/시각장애/청각장애 각 1~3급인자)  2. 입사자격 제한 가. 전염병질환 감염자 및 생활관 운영규정, 생활수칙 미준수자, 생활관 입사조건 미동의자 나. 최근 3개월 내의 결핵검사 결과서 미제출자 (입사 시 제출, 합격자 발표 후 검사 요망) ※생활관 합격자 발표 후 검사 요망(최소 6개월 유효기간이므로 검사일부터 6개월 안에 해당되어야 함) 다. 생활관에서 징계퇴사 및 직전학기 벌점 합계 10점 이상인 자 라. 가천대학교 학칙에 의해 정학 이상의 징계처분을 받거나 자퇴, 휴학 중인 자 마. 기타 생활관장 및 사감이 부적당하다고 인정되는 자   3. 입사 모집 일정     가. 추가입사신청기간  ◉ 2023. 05. 25(목) ~ 2023. 05. 28(일) ※ 입사 신청 방법 : 가천대학교 홈페이지▶학사행정(웹표준)    나. 합격자 발표  ◉ 2023. 05. 30(화) 13시 ※ 합격자 조회 방법 - 가천대학교 홈페이지▶학사행정(웹표준)▶생활관관리▶학생서비스▶입사신청에서 확인 ※ 합격자 발표는 학사일정 등에 따라 변동될 수 있음 ※ 합격자는 병원 및 결핵확인서 발급 관련 기관에서 결핵 검사 후 입사 시 결핵검사결과서(수령 2~3일 소요될 수도 있음), * 보건소는 코로나19로 일반 업무 운영 안 함 ※ 거주기간이 결핵검사결과서 유효기간 내 포함되어야함. 결핵검사결과서(유효기간 6개월) 또는 보건증(유효기간 1년)으로 제출 ※ 입사제출서류 6번 참고    다. 생활관비 납부기간  ◉ 2023. 05. 30(화) 13시 ~ 2023. 05. 31(수) 24:00 ※ 가상계좌 확인 방법 - 가천대학교 홈페이지▶학사행정(웹표준)▶생활관관리▶학생서비스▶입사신청▶고지정보에서 본인에게 부여된 가상계좌로 납입(은행 : 하나은행, 예금주 : 가천대학교) ※ 농협은행 자체 검열(보이스 피싱 예방 목적)로 인한 송금 불가, 타은행 이용 바람 ※ 기한 내 미 납입 시 입사포기로 간주함    라. 호실배정 발표  ◉ 2023. 06. 09(금) 15시(호실 이동자 사감실에서 확인 가능) ※ 호실 확인 방법 - 가천대학교 홈페이지▶학사행정(웹표준)▶생활관관리▶학생서비스▶입사신청 신청/결과에서 조회(발표 후 호실 변경 불가능)    마. 정기 입사기간  ◉ 2023. 06. 18(일) 15시 ~ 2023. 06. 19(월) 17시까지 ※ 점심시간 12:00 ~ 13:00 / 저녁시간 18:00~19:00    바. 거주기간 안내  ◉ 4주 거주기간 : 2023. 06. 18(일) ~ 2023. 07. 15(토)까지 ◉ 8주 거주기간 : 2022. 06. 18(일) ~ 2022. 08. 12(토)까지 ※ 퇴사일은 학사일정에 따라 조정될 수 있음     4. 입사 신청 방법 -가천대학교 홈페이지▶학사행정(웹표준)▶생활관관리▶학생서비스▶입사신청(글로벌캠퍼스, 해당 생활관 선택(제1학생생활관 또는 2학생생활관 또는 제3학생생활관) 나. 인실 : 1인실(장애인실), 2인실, 4인실 다. 기간 : 4주 or 8주 中 택1 (신청기간 마감 후 변경 불가)  5. 입사신청 시 주의사항 -입사신청기간 마감 후 신청 내용 절대 변경 불가, 입사신청 미확인으로 인한 전산 입력 과오는 본인 책임 -신입생, 대학원 신입생, 편입생은 생활관 중복신청 시 자동 탈락됩니다. 생활관 중 하나만 선택하여 입사 신청하기 바랍니다. 가. 외국인 유학생은 제1학생생활관만 신청 가능(주의 제2, 3학생생활관 신청 시 자동 탈락!!!) 나. 내국인은 제2, 3학생생활관만 신청 가능(주의:제1학생생활관 신청 시 자동 탈락!!!) 다. 입사 신청 시 개인정보 확실하게 입력 바람 (인적사항, 거주기간, 인실 등) 라. 입사신청 후 거주기간(4주 또는 8주) 정확히 입력되었는지 반드시 재확인 할 것!(입사신청기간에만 수정가능)  6. 입실 시 제출 서류     입사 등록 카드  -입사등록카드(학사행정출력 또는 첨부파일작성 후 출력), 사진 1매(3개월 이내), 재외국민등록부등본 부,모,본인 1부씩 재외국민만 해당, 주민등록등본 또는 초본 1부(내국인만 해당) *재외국민 제출 서류 : 재외국민등록부등본(부, 모, 본인 제출, 22년 3월 기준으로 3개월 이내 발행분) *내국인 제출 서류 : 주민등록등본 또는 초본 1부(22년 03월 이전 주소) 제출, 등본상에 보호자(부, 모, 조부, 조모)와 함께 거주 필, 신청 시 주소와 다를 경우 다음 학기 입사 제한    결핵 검사결과서  -결핵검사결과서(유효기간 6개월) 또는 보건증(유효기간 1년), 검사영수증 제출불가     * 학생생활관은 다수의 인원이 생활하는 공간으로 입사 24시간 전 코로나 19 자가진단 검사를 권고하오니 협조 바랍니다   (다수가 생활하는 공간이니 자가진단 검사 결과 양성인 학생들은 사감실로 방문하여 알려주시기 바랍니다)  7. 생활관비     구분  1인실(장애인실)  2인실  4인실    제1학생생활관  4주  보증금  100,000  100,000  100,000    관리비  463,600  331,600  199,600    납부금액  563,600  431,600  299,600    8주  보증금  100,000  100,000  100,000    관리비  927,200  663,200  399,200    납부금액  1,027,200  763,200  499,200    구분  1인실(장애인실)  2인실  4인실    제2학생생활관  4주  보증금  100,000  100,000  100,000    관리비  478,600  346,600  209,600    납부금액  578,600  446,600  309,600    8주  보증금  100,000  100,000  100,000    관리비  957,200  693,200  419,200    납부금액  1,057,200  793,200  519,200    구분  2인실  4인실    제3학생생활관  4주  보증금  100,000  100,000    관리비  356,600  219,600    납부금액  456,600  319,600    8주  보증금  100,000  100,000    관리비  713,200  439,200    납부금액  813,200  539,200     ※ 장애인이 1인실 지원할 경우, 우선 선발함 ※ 기존 1학기 사용자가 하계방학 연장하는 경우에도 위 금액을 납입하며 지난 학기 보증금은 환불을 신청해야 합니다.   8. 생활관 입사취소 및 중도퇴사 안내 가. 입사취소 : 정기입사 전 기타 개인 사유로 생활관 입사취소 하는 경우 - 정기 입사일 전 입사취소시 : 공제없음(입금일로부터 ~ 2023.06.17.(토)까지) - 입사 후 중도 퇴사 기 : 환불기준표 적용하여 환불됨 (가천대학교 홈페이지-학생생활관-글로벌캠퍼스-입퇴사안내-퇴사안내-환불기준표안내 참고) 나. 중도퇴사 : 특별사유, 개인사유, 징계퇴사로 인한 생활관 중도퇴사의 경우 - 정기 입사일로부터 : 환불기준표 적용하여 환불됨 (입사주 ~ 퇴사주까지) ※ 중도퇴사 사유는 아래와 같은 경우 가능합니다. ① 군입대, 휴학, 자퇴 및 퇴학 ② 교환학생, 장기현장연수(1학기 이상 교류에 한해 인정) ③ 취업(인턴 포함), 졸업 ④ 거주지 이전(부모님 및 세대원 전체의 거주지 이전에 한함. 통학 및 자취는 허용하지 않음) ⑤ 개인신병(2주 이상의 입원에 한함), 직계가족 병간호(병원진단서-의사소견 첨부) ※ 모든 중간퇴사는 사유에 부합하는 증빙서류 제출 필수!   9. 유의사항 가. 생활관 입사생 중 학기 사용자가 방학 사용 신청을 하여 합격을 할 경우 퇴사하지 않고 연속적으로 거주할 수 있습니다. 단, 호실은 변경될 수 있으며, 배정 호실 확인 후 이동기간에 꼭 이동하여야 합니다. (호실이동기간 2023. 06. 17(토) 16시 ~ 06. 18(일) 15시까지) 나. 기존 학기 입사생이 방학 신청한 경우, 입사 시 제출한 결핵검진결과서 발급일 기준으로 유효기간에 따라 제출 대상에서 제외될 수 있습니다. 다. 기타 문의사항은 사감실 방문 또는 문의하시기 바랍니다 - 제1학생생활관 사감실 031-750-8913 - 제2학생생활관 사감실 031-724-4562 - 제3학생생활관 사감실 031-724-4577     가천대학교 학생생활관"
